,subject,congruency,rt,acc,task
1943,14,incongruent,0.468189965,1,flanker
1944,14,congruent,0.317923555,1,flanker
1945,14,incongruent,0.334663658,0,flanker
1946,14,incongruent,0.401456909,0,flanker
1947,14,incongruent,0.384664174,1,flanker
1948,14,incongruent,0.384746451,1,flanker
1949,14,incongruent,0.434766924,1,flanker
1950,14,congruent,0.3679746,1,flanker
1951,14,congruent,0.33470545199999996,1,flanker
1952,14,congruent,0.31795316100000004,1,flanker
1953,14,incongruent,0.351366217,1,flanker
1954,14,incongruent,0.418115707,1,flanker
1955,14,congruent,0.33451805,1,flanker
1956,14,incongruent,0.418007248,1,flanker
1957,14,incongruent,0.48486942699999996,1,flanker
1958,14,incongruent,0.601659547,1,flanker
1959,14,incongruent,0.26798010099999997,0,flanker
1960,14,congruent,0.384748434,1,flanker
1961,14,incongruent,0.8685708879999999,1,flanker
1962,14,congruent,0.368007269,1,flanker
1963,14,congruent,0.31799271700000004,1,flanker
1964,14,congruent,0.301236053,1,flanker
1965,14,congruent,0.318025538,1,flanker
1966,14,incongruent,0.351212819,1,flanker
1967,14,congruent,0.368041579,1,flanker
1968,14,congruent,0.401107776,1,flanker
1969,14,congruent,0.26793303300000004,1,flanker
1970,14,incongruent,0.46815736199999997,1,flanker
1971,14,incongruent,0.351341564,1,flanker
1972,14,congruent,0.284556427,1,flanker
1973,14,incongruent,0.31796491,0,flanker
1974,14,incongruent,0.36799206700000003,1,flanker
1975,14,incongruent,0.334646143,1,flanker
1976,14,incongruent,0.534833644,1,flanker
1977,14,congruent,0.401392066,1,flanker
1978,14,incongruent,0.318055849,1,flanker
1979,14,incongruent,0.351299772,1,flanker
1980,14,incongruent,0.417754169,0,flanker
1981,14,incongruent,0.6183285620000001,1,flanker
1982,14,incongruent,0.368022038,1,flanker
1983,14,incongruent,0.40137906500000003,1,flanker
1984,14,congruent,0.317659368,1,flanker
1985,14,incongruent,0.351303786,1,flanker
1986,14,incongruent,0.401403832,0,flanker
1987,14,congruent,0.334602983,1,flanker
1988,14,incongruent,0.418067157,1,flanker
1989,14,incongruent,0.26790421099999995,1,flanker
1990,14,congruent,0.3346303,1,flanker
1991,14,incongruent,0.301323464,1,flanker
1992,14,congruent,0.28453743800000003,1,flanker
1993,14,incongruent,0.401461723,1,flanker
1994,14,congruent,0.33469198899999997,1,flanker
1995,14,congruent,0.334652753,1,flanker
1996,14,incongruent,0.217879063,1,flanker
1997,14,congruent,0.43478874,1,flanker
1998,14,incongruent,0.317956362,0,flanker
1999,14,congruent,0.368034969,1,flanker
2000,14,congruent,0.317943234,1,flanker
2001,14,congruent,0.301305855,1,flanker
2002,14,incongruent,0.35135009,1,flanker
2003,14,incongruent,0.334610611,0,flanker
2004,14,congruent,0.33471151,1,flanker
2005,14,congruent,0.284637374,0,flanker
2006,14,congruent,0.351328925,1,flanker
2007,14,congruent,0.334695563,1,flanker
2008,14,congruent,0.284667105,1,flanker
2009,14,incongruent,0.317910564,0,flanker
2010,14,congruent,0.301290356,1,flanker
2011,14,incongruent,0.40141962000000003,1,flanker
2012,14,congruent,0.267958209,1,flanker
2013,14,congruent,0.318012337,1,flanker
2014,15,incongruent,0.434812703,1,flanker
2015,15,congruent,0.35140593999999997,1,flanker
2016,15,incongruent,0.401367182,1,flanker
2017,15,congruent,0.35129319400000003,1,flanker
2018,15,incongruent,0.301303576,0,flanker
2019,15,congruent,0.36803940599999996,1,flanker
2020,15,incongruent,0.48479422,1,flanker
2021,15,incongruent,0.368080096,0,flanker
2022,15,congruent,0.534854644,1,flanker
2023,15,congruent,0.301320741,1,flanker
2024,15,incongruent,0.468146724,1,flanker
2025,15,incongruent,0.251218376,1,flanker
2026,15,congruent,0.284533323,1,flanker
2027,15,incongruent,0.251094231,1,flanker
2028,15,congruent,0.251182524,0,flanker
2029,15,incongruent,0.568294012,1,flanker
2030,15,incongruent,0.267885292,0,flanker
2031,15,congruent,0.5013885730000001,1,flanker
2032,15,incongruent,0.351373263,1,flanker
2033,15,incongruent,0.334599945,1,flanker
2034,15,incongruent,0.468073225,1,flanker
2035,15,congruent,0.317975219,1,flanker
2036,15,incongruent,0.43474422900000004,1,flanker
2037,15,incongruent,0.484843179,1,flanker
2038,15,congruent,0.367973948,1,flanker
2039,15,congruent,0.351361798,1,flanker
2040,15,congruent,0.301321124,1,flanker
2041,15,incongruent,0.36802923800000004,1,flanker
2042,15,incongruent,0.36807845,1,flanker
2043,15,incongruent,0.267865006,0,flanker
2044,15,congruent,0.43475975699999997,1,flanker
2045,15,congruent,0.30134233899999996,1,flanker
2046,15,congruent,0.33454668099999996,1,flanker
2047,15,congruent,0.367975431,1,flanker
2048,15,congruent,0.36799018899999997,1,flanker
2049,15,congruent,0.401299917,1,flanker
2050,15,congruent,0.334709587,1,flanker
2051,15,incongruent,0.451433288,1,flanker
2052,15,congruent,0.367925262,1,flanker
2053,15,congruent,0.318039228,1,flanker
2054,15,incongruent,0.317940136,1,flanker
2055,15,incongruent,0.267968412,1,flanker
2056,15,congruent,0.317971922,1,flanker
2057,15,congruent,0.284502137,0,flanker
2058,15,congruent,0.551628922,1,flanker
2059,15,incongruent,0.384767679,1,flanker
2060,15,incongruent,0.41808988599999997,1,flanker
2061,15,congruent,0.384701611,1,flanker
2062,15,congruent,0.384787324,1,flanker
2063,15,congruent,0.368080179,1,flanker
2064,15,incongruent,0.418111761,1,flanker
2065,15,incongruent,0.351346157,1,flanker
2066,15,incongruent,0.50156374,1,flanker
2067,15,congruent,0.351452361,0,flanker
2068,15,incongruent,0.5348956389999999,1,flanker
2069,15,incongruent,0.401457324,1,flanker
2070,15,incongruent,0.5181576880000001,1,flanker
2071,15,congruent,0.301251518,1,flanker
2072,15,incongruent,0.317932229,1,flanker
2073,15,congruent,0.384687146,1,flanker
2074,15,incongruent,0.501557306,1,flanker
2075,15,congruent,0.35136333200000003,1,flanker
2076,15,congruent,0.317659925,1,flanker
2077,15,incongruent,0.23453591399999998,0,flanker
2078,15,incongruent,0.434819399,1,flanker
2079,15,incongruent,0.368074276,1,flanker
2080,15,incongruent,0.418045276,1,flanker
2081,15,incongruent,0.334628677,1,flanker
2082,15,incongruent,0.267930145,1,flanker
2083,15,incongruent,0.301273634,1,flanker
2084,15,incongruent,0.251172705,0,flanker
2085,15,congruent,0.45142445600000003,1,flanker
2086,15,congruent,0.317946265,1,flanker
2087,15,incongruent,0.30127727800000004,1,flanker
2088,15,incongruent,0.28456225999999996,1,flanker
2089,15,congruent,0.317940919,0,flanker
2090,15,incongruent,0.51826576,1,flanker
2091,15,congruent,0.351368182,1,flanker
2092,15,incongruent,0.21771552500000002,0,flanker
2093,15,congruent,0.384726487,1,flanker
2094,15,congruent,0.534892814,1,flanker
2095,15,congruent,0.234586144,0,flanker
2096,15,incongruent,0.634842307,1,flanker
2097,15,congruent,0.351227586,1,flanker
2098,15,congruent,0.317969761,0,flanker
2099,15,congruent,0.351314482,1,flanker
2100,15,congruent,0.401361099,1,flanker
2101,15,congruent,0.35122803900000005,1,flanker
2102,15,incongruent,0.484793592,1,flanker
2103,15,incongruent,0.334630508,1,flanker
2104,15,incongruent,0.384692168,1,flanker
2105,15,congruent,0.334713377,1,flanker
2106,15,congruent,0.267893814,1,flanker
2107,15,incongruent,0.317993106,1,flanker
2108,15,congruent,0.4177682,1,flanker
2109,15,incongruent,0.43473650199999997,1,flanker
2110,15,congruent,0.33462598000000005,1,flanker
2111,15,congruent,0.33466083300000005,1,flanker
2112,15,congruent,0.384631881,1,flanker
2113,15,incongruent,0.668301732,1,flanker
2114,15,congruent,0.38472331200000004,1,flanker
2115,15,incongruent,0.38476666,1,flanker
2116,15,congruent,0.38472581100000003,1,flanker
2117,15,incongruent,0.33466368799999996,1,flanker
2118,15,congruent,0.30134376500000004,1,flanker
2119,15,congruent,0.468088375,1,flanker
2120,15,congruent,0.36806663500000003,1,flanker
2121,15,incongruent,0.368006432,1,flanker
2122,15,incongruent,0.3179006,1,flanker
2123,15,congruent,0.33471218900000005,1,flanker
2124,15,incongruent,0.33440045300000004,1,flanker
2125,15,incongruent,0.568227272,1,flanker
2126,15,incongruent,0.46803005799999997,1,flanker
2127,15,congruent,0.33465628199999997,1,flanker
2128,15,incongruent,0.33468980699999995,1,flanker
2129,15,congruent,0.317938854,1,flanker
2130,15,congruent,0.334698114,1,flanker
2131,15,congruent,0.384740686,1,flanker
2132,15,incongruent,0.317904111,1,flanker
2133,15,incongruent,0.234533645,1,flanker
2134,15,congruent,0.267844562,1,flanker
2135,15,congruent,0.217911631,0,flanker
2136,15,incongruent,0.33462578000000004,1,flanker
2137,15,incongruent,0.30124058200000003,0,flanker
2138,15,congruent,0.351346041,1,flanker
2139,15,congruent,0.36813127900000003,1,flanker
2140,15,incongruent,0.28447174599999997,1,flanker
2141,15,congruent,0.468154471,1,flanker
2142,15,incongruent,0.468102482,1,flanker
2143,15,congruent,0.35124287099999996,1,flanker
2144,15,congruent,0.401288495,1,flanker
2145,15,congruent,0.41805401799999997,1,flanker
2146,15,congruent,0.451520619,1,flanker
2147,15,incongruent,0.35133697799999997,1,flanker
2148,15,congruent,0.401393928,1,flanker
2149,15,incongruent,0.418064819,1,flanker
2150,15,congruent,0.35126295599999996,1,flanker
2151,15,incongruent,0.501465243,1,flanker
2152,15,incongruent,0.40143888299999997,1,flanker
2153,15,congruent,0.384707856,1,flanker
2154,15,incongruent,0.334618104,1,flanker
2155,15,incongruent,0.434737249,1,flanker
2156,15,congruent,0.368023642,1,flanker
2157,15,congruent,0.334331198,1,flanker
2158,15,congruent,0.418075326,1,flanker
2159,15,incongruent,0.451370882,1,flanker
2160,15,incongruent,0.367980382,1,flanker
2161,15,incongruent,0.30123779300000003,0,flanker
2162,15,incongruent,0.451510872,1,flanker
2163,15,congruent,0.384778933,1,flanker
2164,15,incongruent,0.41800526000000005,1,flanker
2165,15,congruent,0.41814347199999996,1,flanker
2166,15,congruent,0.43480969599999997,1,flanker
2167,15,incongruent,0.35134184599999996,1,flanker
2168,15,congruent,0.317968311,1,flanker
2169,15,incongruent,0.368037125,1,flanker
2170,15,incongruent,0.41811053299999995,0,flanker
2171,15,incongruent,0.6016768379999999,1,flanker
2172,15,incongruent,0.301262026,1,flanker
2173,15,incongruent,0.401380818,1,flanker
2174,15,congruent,0.317967326,1,flanker
2175,15,incongruent,0.401343223,1,flanker
2176,15,congruent,0.40139192500000004,1,flanker
2177,15,congruent,0.2846596,1,flanker
2178,15,incongruent,0.301335529,1,flanker
2179,15,incongruent,0.38474546600000004,1,flanker
2180,15,congruent,0.401427469,1,flanker
2181,15,congruent,0.434748896,1,flanker
2182,15,congruent,0.384686651,1,flanker
2183,15,incongruent,0.434764135,1,flanker
2184,15,incongruent,0.35146905700000003,0,flanker
2185,15,incongruent,0.36782719100000005,1,flanker
2186,15,incongruent,0.501469212,1,flanker
2187,15,congruent,0.401390926,1,flanker
2188,15,congruent,0.351422486,1,flanker
2189,15,congruent,0.40140386899999997,1,flanker
2190,15,congruent,0.351365001,1,flanker
2191,15,congruent,0.26785168499999995,0,flanker
2192,15,congruent,0.318029804,1,flanker
2193,15,congruent,0.33469585999999996,1,flanker
2194,15,congruent,0.334750669,1,flanker
2195,15,congruent,0.284541228,1,flanker
2196,15,incongruent,0.401355352,0,flanker
2197,15,congruent,0.334647852,1,flanker
2198,15,congruent,0.30128498400000003,1,flanker
2199,15,incongruent,0.384757644,0,flanker
2200,15,incongruent,0.568228375,1,flanker
2201,15,congruent,0.451434358,1,flanker
2202,15,congruent,0.351333058,1,flanker
2203,15,congruent,0.35126244100000004,1,flanker
2204,15,incongruent,0.45139397400000003,1,flanker
2205,15,congruent,0.35140387900000003,1,flanker
2206,15,incongruent,0.418033781,1,flanker
2207,15,incongruent,0.317942432,1,flanker
2208,15,incongruent,0.451441194,1,flanker
2209,15,congruent,0.351379391,1,flanker
2210,15,incongruent,0.501579764,1,flanker
2211,15,incongruent,0.451434695,1,flanker
2212,15,congruent,0.384776951,1,flanker
2213,15,incongruent,0.36801275,1,flanker
2214,15,congruent,0.367979178,1,flanker
2215,15,congruent,0.36808751,1,flanker
2216,15,congruent,0.284644717,1,flanker
2217,15,incongruent,0.384716608,0,flanker
2218,15,congruent,0.451493258,1,flanker
2219,15,congruent,0.284555902,1,flanker
2220,15,incongruent,0.30127986399999995,1,flanker
2221,15,incongruent,0.301332936,0,flanker
2222,15,incongruent,0.451465881,1,flanker
2223,15,congruent,0.41804894400000003,1,flanker
2224,15,incongruent,0.317986813,1,flanker
2225,15,incongruent,0.368005136,0,flanker
2226,15,incongruent,0.434772539,1,flanker
2227,15,incongruent,0.351287486,1,flanker
2228,15,congruent,0.334625358,1,flanker
2229,15,incongruent,0.6183366419999999,1,flanker
2230,15,incongruent,0.33466616299999996,1,flanker
2231,15,congruent,0.367998497,1,flanker
2232,15,incongruent,0.368083257,1,flanker
2233,15,congruent,0.401390338,1,flanker
2234,15,incongruent,0.384615311,1,flanker
2235,15,congruent,0.38473535600000003,1,flanker
2236,15,incongruent,0.43478614,1,flanker
2237,15,incongruent,0.334608473,1,flanker
2238,15,congruent,0.601610455,1,flanker
2239,15,congruent,0.36805917299999996,1,flanker
2240,15,congruent,0.31794679600000003,1,flanker
2241,15,incongruent,0.367906834,1,flanker
2242,15,incongruent,0.351398418,1,flanker
2243,15,incongruent,0.267819692,0,flanker
2244,15,incongruent,0.451495068,1,flanker
2245,15,congruent,0.6183551690000001,1,flanker
2246,15,congruent,0.41807204400000003,1,flanker
2247,15,incongruent,0.284639694,0,flanker
2248,15,congruent,0.284592017,1,flanker
2249,15,incongruent,0.501449478,1,flanker
2250,15,congruent,0.301340983,1,flanker
2251,15,incongruent,0.284585404,1,flanker
2252,15,congruent,0.33462138199999997,1,flanker
2253,15,congruent,0.28457352100000005,1,flanker
2254,15,incongruent,0.301184702,0,flanker
2255,15,congruent,0.368059938,1,flanker
2256,15,congruent,0.267897542,1,flanker
2257,15,incongruent,0.317943515,0,flanker
2258,15,congruent,0.301201029,1,flanker
2259,15,congruent,0.368023754,1,flanker
2260,15,congruent,0.3680485,1,flanker
2261,15,incongruent,0.267938544,0,flanker
2262,15,incongruent,0.46808923700000005,1,flanker
2263,15,congruent,0.334658961,1,flanker
2264,15,congruent,0.334696756,1,flanker
2265,15,incongruent,0.468108551,1,flanker
2266,15,incongruent,0.41806936,0,flanker
2267,15,incongruent,0.534695796,1,flanker
2268,15,incongruent,0.368063845,1,flanker
2269,15,incongruent,0.38465344399999996,0,flanker
2270,15,congruent,0.31792075,1,flanker
2271,15,congruent,0.318012859,1,flanker
2272,15,congruent,0.384713391,1,flanker
2273,15,congruent,0.284557277,1,flanker
2274,15,incongruent,0.301191326,1,flanker
2275,15,incongruent,0.334727431,1,flanker
2276,15,congruent,0.184500372,0,flanker
2277,15,congruent,0.46817499900000004,1,flanker
2278,15,congruent,0.501550697,1,flanker
2279,15,incongruent,0.351317219,1,flanker
2280,15,incongruent,0.351414383,1,flanker
2281,15,incongruent,0.33470580899999997,1,flanker
2282,15,congruent,0.351264943,1,flanker
2283,15,incongruent,0.35131756999999997,0,flanker
2284,15,incongruent,0.40142354599999996,1,flanker
2285,15,congruent,0.28457889799999997,1,flanker
2286,15,incongruent,0.418123961,1,flanker
2287,15,incongruent,0.401397356,1,flanker
2288,15,congruent,0.301329074,1,flanker
2289,15,incongruent,0.317659172,1,flanker
2290,15,incongruent,0.334655109,1,flanker
2291,15,incongruent,0.284588305,1,flanker
2292,15,congruent,0.434820393,1,flanker
2293,15,congruent,0.401379302,1,flanker
2294,15,incongruent,0.418192526,1,flanker
2295,15,incongruent,0.468016241,1,flanker
2296,15,congruent,0.384701507,1,flanker
2297,15,congruent,0.38467539900000003,1,flanker
2298,15,incongruent,0.367980698,1,flanker
2299,15,incongruent,0.384466061,1,flanker
2300,15,congruent,0.351289747,1,flanker
2301,15,incongruent,0.384697346,1,flanker
2302,15,congruent,0.334631595,1,flanker
2303,15,congruent,0.351378801,1,flanker
2304,15,incongruent,0.40143717700000003,1,flanker
2305,15,congruent,0.468135769,1,flanker
2306,15,incongruent,0.518151204,1,flanker
2307,15,congruent,0.301261085,1,flanker
2308,15,incongruent,0.451473207,1,flanker
2309,15,congruent,0.284634892,1,flanker
2310,15,congruent,0.317982649,1,flanker
2311,15,incongruent,0.30128718400000004,1,flanker
2312,15,incongruent,0.35111613999999997,1,flanker
2313,15,incongruent,0.28450809299999996,0,flanker
2314,15,incongruent,0.33463077900000004,0,flanker
2315,15,congruent,0.48482056,1,flanker
2316,15,congruent,0.401372857,1,flanker
2317,15,congruent,0.334667889,1,flanker
2318,15,incongruent,0.351237958,1,flanker
2319,15,incongruent,0.36801479,0,flanker
2320,15,incongruent,0.43473872799999996,1,flanker
2321,15,incongruent,0.434739428,1,flanker
2322,15,congruent,0.31784524599999997,1,flanker
2323,15,incongruent,0.468079025,1,flanker
2324,15,congruent,0.38474067100000003,1,flanker
2325,15,incongruent,0.601538046,1,flanker
2326,15,incongruent,0.318001981,1,flanker
2327,15,incongruent,0.36811183,1,flanker
2328,15,congruent,0.35126625100000003,1,flanker
2329,15,congruent,0.368066336,1,flanker
2330,15,congruent,0.351388054,1,flanker
2331,15,incongruent,0.334577839,1,flanker
2332,15,incongruent,0.38469291600000005,1,flanker
2333,15,congruent,0.334646138,1,flanker
2334,15,congruent,0.36800525,1,flanker
2335,15,congruent,0.384671038,1,flanker
2336,15,congruent,0.368013221,1,flanker
2337,15,incongruent,0.384709666,1,flanker
2338,15,incongruent,0.317905879,1,flanker
2339,15,incongruent,0.451345229,1,flanker
2340,15,congruent,0.401466864,1,flanker
2341,15,congruent,0.368025704,1,flanker
2342,15,congruent,0.318002564,1,flanker
2343,15,congruent,0.368006997,1,flanker
2344,15,incongruent,0.384722439,1,flanker
2345,15,congruent,0.468082306,1,flanker
2346,15,incongruent,0.351349377,1,flanker
2347,15,incongruent,0.501503008,1,flanker
2348,15,congruent,0.40133180199999996,1,flanker
2349,15,congruent,0.267925381,1,flanker
2350,16,congruent,0.418094751,1,flanker
2351,16,congruent,0.351287693,1,flanker
2352,16,incongruent,0.451442524,1,flanker
2353,16,incongruent,0.451468219,1,flanker
2354,16,congruent,0.401452417,1,flanker
2355,16,incongruent,0.40142829799999996,1,flanker
2356,16,congruent,0.351333384,1,flanker
2357,16,incongruent,0.451500599,1,flanker
2358,16,congruent,0.368075498,1,flanker
2359,16,incongruent,0.401341402,1,flanker
2360,16,incongruent,0.351285269,1,flanker
2361,16,incongruent,0.284619182,1,flanker
2362,16,incongruent,0.484694862,1,flanker
2363,16,incongruent,0.434810484,1,flanker
2364,16,incongruent,0.418152554,1,flanker
2365,16,congruent,0.518164834,1,flanker
2366,16,congruent,0.367884814,1,flanker
2367,16,congruent,0.33457315699999995,1,flanker
2368,16,congruent,0.38476168899999996,1,flanker
2369,16,incongruent,0.367980239,1,flanker
2370,16,incongruent,0.36803689900000003,0,flanker
2371,16,incongruent,0.451452,1,flanker
2372,16,congruent,0.401462156,1,flanker
2373,16,congruent,0.41813419,1,flanker
2374,16,congruent,0.384720419,1,flanker
2375,16,congruent,0.384696368,1,flanker
2376,16,congruent,0.40129272200000005,1,flanker
2377,16,incongruent,0.43483023600000004,1,flanker
2378,16,congruent,0.351309218,1,flanker
2379,16,congruent,0.367907031,1,flanker
2380,16,congruent,0.334529463,1,flanker
2381,16,incongruent,0.36797159,1,flanker
2382,16,congruent,0.351353818,1,flanker
2383,16,congruent,0.35108392600000005,1,flanker
2384,16,congruent,0.35126955299999996,1,flanker
2385,16,congruent,0.351401158,1,flanker
2386,16,congruent,0.418090677,1,flanker
2387,16,incongruent,0.417992488,1,flanker
2388,16,incongruent,0.5014742360000001,1,flanker
2389,16,incongruent,0.41811360200000003,1,flanker
2390,16,incongruent,0.38469443999999997,1,flanker
2391,16,incongruent,0.45148134599999995,1,flanker
2392,16,congruent,0.384674503,1,flanker
2393,16,congruent,0.33469511599999996,1,flanker
2394,16,congruent,0.351246645,1,flanker
2395,16,incongruent,0.351333472,1,flanker
2396,16,incongruent,0.351274531,0,flanker
2397,16,congruent,0.484795818,1,flanker
2398,16,incongruent,0.5848985400000001,1,flanker
2399,16,congruent,0.40137631599999996,1,flanker
2400,16,incongruent,0.518180371,1,flanker
2401,16,congruent,0.40141339,1,flanker
2402,16,incongruent,0.501502063,1,flanker
2403,16,incongruent,0.418000228,1,flanker
2404,16,incongruent,0.551547191,1,flanker
2405,16,incongruent,0.45146329300000004,1,flanker
2406,16,congruent,0.5349446689999999,1,flanker
2407,16,incongruent,0.401392742,1,flanker
2408,16,incongruent,0.368093778,1,flanker
2409,16,congruent,0.31792947600000004,1,flanker
2410,16,incongruent,0.434763645,1,flanker
2411,16,incongruent,0.384657922,1,flanker
2412,16,incongruent,0.401340317,1,flanker
2413,16,incongruent,0.418147836,1,flanker
2414,16,congruent,0.35140770400000004,1,flanker
2415,16,congruent,0.3345484,1,flanker
2416,16,incongruent,0.384724737,1,flanker
2417,16,congruent,0.334610412,1,flanker
2418,16,congruent,0.317908295,1,flanker
2419,16,congruent,0.384678492,1,flanker
2420,16,incongruent,0.417994594,1,flanker
2421,16,congruent,0.334706363,1,flanker
2422,16,incongruent,0.384662262,1,flanker
2423,16,incongruent,0.40135207300000003,1,flanker
2424,16,incongruent,0.38468752,0,flanker
2425,16,incongruent,0.46795684899999995,1,flanker
2426,16,incongruent,0.38467329499999997,1,flanker
2427,16,congruent,0.41802631300000004,1,flanker
2428,16,incongruent,0.40136886299999996,0,flanker
2429,16,congruent,0.401411317,1,flanker
2430,16,incongruent,0.434749819,1,flanker
2431,16,incongruent,0.418082361,0,flanker
2432,16,congruent,0.601640833,1,flanker
2433,16,incongruent,0.418144294,1,flanker
2434,16,incongruent,0.368028428,1,flanker
2435,16,congruent,0.418122468,1,flanker
2436,16,congruent,0.418020885,1,flanker
2437,16,congruent,0.451514533,1,flanker
2438,16,incongruent,0.384711002,1,flanker
2439,16,congruent,0.384757586,1,flanker
2440,16,congruent,0.36807022,1,flanker
2441,16,congruent,0.38471273500000003,1,flanker
2442,16,congruent,0.334634447,1,flanker
2443,16,congruent,0.351231978,1,flanker
2444,16,congruent,0.38475713899999997,1,flanker
2445,16,incongruent,0.418051848,1,flanker
2446,16,incongruent,0.46813103899999997,1,flanker
2447,16,congruent,0.418039491,1,flanker
2448,16,congruent,0.384730951,1,flanker
2449,16,incongruent,0.5682320620000001,1,flanker
2450,16,incongruent,0.484824468,1,flanker
2451,16,congruent,0.41804897,1,flanker
2452,16,congruent,0.434830043,1,flanker
2453,16,incongruent,0.418114571,1,flanker
2454,16,incongruent,0.384584631,1,flanker
2455,16,congruent,0.31800678299999996,1,flanker
2456,16,incongruent,0.468131378,1,flanker
2457,16,congruent,0.384718341,1,flanker
2458,16,congruent,0.401317045,1,flanker
2459,16,congruent,0.351348107,1,flanker
2460,16,incongruent,0.384663082,1,flanker
2461,16,incongruent,0.418081747,1,flanker
2462,16,congruent,0.484886336,1,flanker
2463,16,incongruent,0.40139625,0,flanker
2464,16,incongruent,0.401458326,1,flanker
2465,16,congruent,0.434801748,1,flanker
2466,16,incongruent,0.468179995,1,flanker
2467,16,congruent,0.384681759,1,flanker
2468,16,incongruent,0.451490115,1,flanker
2469,16,congruent,0.451459611,1,flanker
2470,16,incongruent,0.568254671,1,flanker
2471,16,congruent,0.317990268,1,flanker
2472,16,incongruent,0.351305461,1,flanker
2473,16,congruent,0.30134191,1,flanker
2474,16,incongruent,0.36802023300000003,1,flanker
2475,16,incongruent,0.368088354,1,flanker
2476,16,incongruent,0.368078959,0,flanker
2477,16,incongruent,0.401464857,1,flanker
2478,16,incongruent,0.384661215,1,flanker
2479,16,incongruent,0.351365456,1,flanker
2480,16,incongruent,0.33457579600000004,1,flanker
2481,16,congruent,0.368020775,1,flanker
2482,16,congruent,0.367967271,1,flanker
2483,16,incongruent,0.434813781,1,flanker
2484,16,incongruent,0.38473796,1,flanker
2485,16,incongruent,0.401379622,1,flanker
2486,16,congruent,0.36804773799999996,1,flanker
2487,16,congruent,0.368020432,1,flanker
2488,16,congruent,0.5348699880000001,1,flanker
2489,16,congruent,0.451416398,1,flanker
2490,16,incongruent,0.8017596300000001,1,flanker
2491,16,congruent,0.434744318,1,flanker
2492,16,congruent,0.684985293,1,flanker
2493,16,congruent,0.334656759,1,flanker
2494,16,incongruent,0.33464286499999996,0,flanker
2495,16,incongruent,0.501531248,1,flanker
2496,16,congruent,0.367791987,1,flanker
2497,16,congruent,0.468086747,1,flanker
2498,16,congruent,0.418079809,1,flanker
2499,16,congruent,0.434786334,1,flanker
2500,16,incongruent,0.36803882,1,flanker
2501,16,incongruent,0.36801706300000003,1,flanker
2502,16,incongruent,0.484812346,1,flanker
2503,16,incongruent,0.45142512900000004,0,flanker
2504,16,congruent,1.00211151,1,flanker
2505,16,congruent,0.418111905,1,flanker
2506,16,congruent,0.41803969,1,flanker
2507,16,incongruent,0.468148943,1,flanker
2508,16,incongruent,0.401452477,1,flanker
2509,16,incongruent,0.5180825680000001,1,flanker
2510,16,congruent,0.43472493300000004,1,flanker
2511,16,incongruent,0.534937606,1,flanker
2512,16,congruent,0.401376424,1,flanker
2513,16,congruent,0.38469446,1,flanker
2514,16,congruent,0.451382688,1,flanker
2515,16,incongruent,0.468133242,1,flanker
2516,16,congruent,0.40136701799999996,1,flanker
2517,16,congruent,0.36792403,1,flanker
2518,16,congruent,0.384717974,1,flanker
2519,16,incongruent,0.31790939700000004,0,flanker
2520,16,congruent,0.368117667,1,flanker
2521,16,incongruent,0.401430056,1,flanker
2522,16,congruent,0.334702473,1,flanker
2523,16,congruent,0.368002714,1,flanker
2524,16,congruent,0.384666431,1,flanker
2525,16,congruent,0.35137723699999995,1,flanker
2526,16,incongruent,0.384754163,1,flanker
2527,16,incongruent,0.36804586899999997,1,flanker
2528,16,incongruent,0.40105441999999997,1,flanker
2529,16,congruent,0.401410721,1,flanker
2530,16,congruent,0.384685835,1,flanker
2531,16,congruent,0.367940653,1,flanker
2532,16,congruent,0.451431246,1,flanker
2533,16,incongruent,0.434807702,1,flanker
2534,16,incongruent,0.468046608,1,flanker
2535,16,incongruent,0.48488469900000003,1,flanker
2536,16,incongruent,0.40144083399999997,1,flanker
2537,16,incongruent,0.451481531,0,flanker
2538,16,congruent,0.43476266399999997,1,flanker
2539,16,incongruent,0.384764836,0,flanker
2540,16,congruent,0.41802875,1,flanker
2541,16,congruent,0.384554748,1,flanker
2542,16,congruent,0.351301339,1,flanker
2543,16,incongruent,0.351355659,0,flanker
2544,16,congruent,0.484775507,1,flanker
2545,16,congruent,0.451439257,1,flanker
2546,16,congruent,0.384683304,1,flanker
2547,16,congruent,0.468170658,1,flanker
2548,16,congruent,0.484831953,1,flanker
2549,16,incongruent,0.484701092,1,flanker
2550,16,incongruent,0.384656389,1,flanker
2551,16,incongruent,0.501554825,1,flanker
2552,16,incongruent,0.451455071,1,flanker
2553,16,incongruent,0.384635786,1,flanker
2554,16,congruent,0.384664356,1,flanker
2555,16,congruent,0.40141875,1,flanker
2556,16,incongruent,0.518236001,1,flanker
2557,16,congruent,0.6683474939999999,1,flanker
2558,16,incongruent,0.418017927,1,flanker
2559,16,incongruent,0.401403499,1,flanker
2560,16,incongruent,0.45146089899999997,1,flanker
2561,16,congruent,0.451421776,1,flanker
2562,16,congruent,0.384697562,1,flanker
2563,16,congruent,0.401402843,1,flanker
2564,16,congruent,0.41805722100000003,1,flanker
2565,16,congruent,0.417993824,1,flanker
2566,16,incongruent,0.40142822300000003,1,flanker
2567,16,incongruent,0.368006438,0,flanker
2568,16,incongruent,0.40143674900000004,1,flanker
2569,16,incongruent,0.518099074,1,flanker
2570,16,congruent,0.384638308,1,flanker
