"subject","task","block","trial","congruency","acc","rt"
"4","flanker",6,7,"congruent",1,0.7689209
"4","flanker",6,8,"incongruent",1,0.7680664
"4","flanker",6,9,"congruent",1,0.6779785
"4","flanker",6,10,"congruent",1,0.7629395
"4","flanker",6,11,"incongruent",1,0.7629395
"4","flanker",6,12,"incongruent",1,0.7929688
"4","flanker",7,1,"congruent",1,0.6519775
"4","flanker",7,2,"congruent",1,0.5340576
"4","flanker",7,3,"congruent",1,0.7648926
"4","flanker",7,4,"congruent",1,0.6621094
"4","flanker",7,5,"congruent",1,0.6729736
"4","flanker",7,6,"incongruent",1,0.7821045
"4","flanker",7,7,"incongruent",1,0.8930664
"4","flanker",7,8,"incongruent",1,0.7950439
"4","flanker",7,9,"incongruent",1,0.8049316
"4","flanker",7,10,"incongruent",1,0.8719482
"4","flanker",7,11,"congruent",1,0.7890625
"4","flanker",7,12,"congruent",1,0.6920166
"4","flanker",8,1,"congruent",1,0.690918
"4","flanker",8,2,"incongruent",1,0.769043
"4","flanker",8,3,"congruent",1,0.6610107
"4","flanker",8,4,"incongruent",1,0.6589355
"4","flanker",8,5,"incongruent",1,0.6439209
"4","flanker",8,6,"congruent",1,0.7890625
"4","flanker",8,7,"incongruent",1,0.6519775
"4","flanker",8,8,"incongruent",1,0.7480469
"4","flanker",8,9,"congruent",1,0.7659912
"4","flanker",8,10,"incongruent",1,0.7679443
"4","flanker",8,11,"congruent",1,0.6550293
"4","flanker",8,12,"congruent",1,0.6600342
"4","flanker",9,1,"incongruent",1,0.6390381
"4","flanker",9,2,"congruent",1,0.6398926
"4","flanker",9,3,"congruent",1,0.532959
"4","flanker",9,5,"congruent",1,0.8719482
"4","flanker",9,6,"congruent",1,0.6629639
"4","flanker",9,7,"congruent",1,0.6359863
"4","flanker",9,8,"incongruent",1,0.8029785
"4","flanker",9,9,"incongruent",1,0.9110107
"4","flanker",9,10,"congruent",1,0.6560059
"4","flanker",9,11,"incongruent",1,0.7770996
"4","flanker",9,12,"incongruent",1,0.5599365
"4","flanker",10,1,"congruent",1,0.7910156
"4","flanker",10,2,"incongruent",1,1.0271
"4","flanker",10,3,"incongruent",1,0.6340332
"4","flanker",10,4,"congruent",1,0.5080566
"4","flanker",10,5,"incongruent",1,0.8118896
"4","flanker",10,6,"congruent",1,0.7709961
"4","flanker",10,7,"congruent",1,0.881958
"4","flanker",10,8,"incongruent",1,0.7609863
"4","flanker",10,9,"congruent",1,0.6379395
"4","flanker",10,10,"incongruent",1,0.7719727
"4","flanker",10,11,"congruent",1,0.6589355
"4","flanker",10,12,"incongruent",1,0.7440186
"4","flanker",11,1,"incongruent",1,0.677002
"4","flanker",11,2,"incongruent",1,0.7390137
"4","flanker",11,3,"incongruent",1,0.7879639
"4","flanker",11,4,"congruent",1,0.6350098
"4","flanker",11,5,"incongruent",1,0.7510986
"4","flanker",11,6,"incongruent",1,0.6469727
"4","flanker",11,7,"congruent",1,0.7779541
"4","flanker",11,8,"congruent",1,0.7420654
"4","flanker",11,9,"incongruent",1,0.8919678
"4","flanker",11,10,"congruent",1,0.8970947
"4","flanker",11,11,"congruent",1,0.6700439
"4","flanker",11,12,"congruent",1,0.6380615
"4","flanker",12,1,"incongruent",1,1.07605
"4","flanker",12,2,"incongruent",1,0.7669678
"4","flanker",12,3,"incongruent",1,1.028076
"4","flanker",12,4,"congruent",1,0.6689453
"4","flanker",12,5,"congruent",1,0.6789551
"4","flanker",12,6,"incongruent",1,0.6469727
"4","flanker",12,7,"congruent",1,0.644043
"4","flanker",12,8,"congruent",1,0.8079834
"4","flanker",12,9,"incongruent",1,0.6140137
"4","flanker",12,10,"incongruent",1,0.6549072
"4","flanker",12,11,"congruent",1,0.7949219
"4","flanker",12,12,"congruent",1,0.7640381
"4","flanker",13,1,"congruent",1,0.5200195
"4","flanker",13,2,"incongruent",1,0.8469238
"4","flanker",13,3,"incongruent",1,0.762085
"4","flanker",13,4,"incongruent",1,0.8070068
"4","flanker",13,5,"incongruent",1,0.6550293
"4","flanker",13,6,"congruent",1,0.8930664
"4","flanker",13,7,"congruent",1,0.6269531
"4","flanker",13,8,"incongruent",1,0.6330566
"4","flanker",13,9,"incongruent",1,0.7700195
"4","flanker",13,10,"congruent",1,0.7819824
"4","flanker",13,11,"congruent",1,0.5750732
"4","flanker",13,12,"incongruent",1,0.8530273
"4","flanker",14,1,"incongruent",1,1.330933
"4","flanker",14,2,"incongruent",1,1.313965
"4","flanker",14,3,"congruent",1,0.7709961
"4","flanker",14,4,"incongruent",1,0.7679443
"4","flanker",14,5,"congruent",1,0.6759033
"4","flanker",14,6,"incongruent",1,0.6639404
"4","flanker",14,7,"congruent",1,0.7730713
"4","flanker",14,8,"congruent",1,0.6540527
"4","flanker",14,9,"congruent",1,0.6390381
"4","flanker",14,10,"incongruent",1,0.7729492
"4","flanker",14,11,"incongruent",1,0.6429443
"4","flanker",14,12,"congruent",0,0.6500244
"4","flanker",15,1,"incongruent",1,0.6689453
"4","flanker",15,2,"congruent",1,0.7559814
"4","flanker",15,3,"incongruent",1,0.8790283
"4","flanker",15,4,"incongruent",1,0.6629639
"4","flanker",15,5,"incongruent",1,0.9510498
"4","flanker",15,6,"congruent",1,0.7940674
"4","flanker",15,7,"congruent",1,0.8900146
"4","flanker",15,8,"incongruent",1,0.6450195
"4","flanker",15,9,"incongruent",1,0.7810059
"4","flanker",15,10,"congruent",1,0.8948975
"4","flanker",15,11,"congruent",1,0.9069824
"4","flanker",15,12,"congruent",1,0.6479492
"4","flanker",16,1,"congruent",1,0.7839355
"4","flanker",16,2,"congruent",1,0.6379395
"4","flanker",16,3,"congruent",1,0.776001
"4","flanker",16,4,"incongruent",1,0.7769775
"4","flanker",16,5,"congruent",1,0.526001
"4","flanker",16,6,"incongruent",1,0.7769775
"4","flanker",16,7,"incongruent",1,0.7789307
"4","flanker",16,8,"incongruent",1,0.887085
"4","flanker",16,9,"congruent",1,0.7629395
"4","flanker",16,10,"congruent",1,1.190063
"4","flanker",16,11,"congruent",1,0.8930664
"4","flanker",16,12,"congruent",1,0.6281738
"4","flanker",17,1,"congruent",1,0.7680664
"4","flanker",17,2,"congruent",1,0.6459961
"4","flanker",17,3,"incongruent",1,0.7729492
"4","flanker",17,4,"congruent",1,0.9191895
"4","flanker",17,5,"incongruent",1,0.7329102
"4","flanker",17,6,"incongruent",1,1.009033
"4","flanker",17,7,"congruent",1,0.7868652
"4","flanker",17,8,"incongruent",1,0.9829102
"4","flanker",17,9,"incongruent",1,0.9008789
"4","flanker",17,10,"congruent",1,0.6530762
"4","flanker",17,11,"incongruent",1,0.6479492
"4","flanker",17,12,"congruent",1,0.7719727
"4","flanker",18,1,"congruent",1,0.776123
"4","flanker",18,2,"incongruent",1,0.7490234
"4","flanker",18,3,"congruent",1,0.6420898
"4","flanker",18,4,"congruent",1,0.638916
"4","flanker",18,5,"congruent",1,0.6721191
"4","flanker",18,6,"congruent",1,0.875
"4","flanker",18,7,"incongruent",1,0.7851563
"4","flanker",18,8,"incongruent",1,1.073975
"4","flanker",18,9,"incongruent",1,1.016113
"4","flanker",18,10,"congruent",1,0.7780762
"4","flanker",18,11,"incongruent",1,0.7758789
"4","flanker",18,12,"congruent",1,0.6750488
"4","flanker",19,1,"congruent",1,0.7790527
"4","flanker",19,2,"incongruent",1,0.796875
"4","flanker",19,3,"incongruent",1,1.01709
"4","flanker",19,4,"incongruent",1,0.7749023
"4","flanker",19,5,"incongruent",1,0.6950684
"4","flanker",19,6,"incongruent",1,0.6418457
"4","flanker",19,7,"incongruent",1,0.894043
"4","flanker",19,8,"congruent",1,0.6459961
"4","flanker",19,9,"congruent",1,0.6669922
"4","flanker",19,10,"congruent",1,0.7719727
"4","flanker",19,11,"congruent",1,0.7719727
"4","flanker",19,12,"incongruent",1,0.6520996
"51","flanker",1,3,"congruent",1,2.446991
"51","flanker",1,8,"incongruent",1,3.082001
"51","flanker",1,10,"incongruent",1,2.347992
"51","flanker",1,11,"incongruent",1,2.463989
"51","flanker",1,12,"incongruent",1,2.263
"51","flanker",2,1,"incongruent",1,2.335999
"51","flanker",2,2,"incongruent",1,1.330017
"51","flanker",2,3,"incongruent",1,1.360016
"51","flanker",2,4,"incongruent",1,1.048004
"51","flanker",2,5,"congruent",1,1.082001
"51","flanker",2,6,"congruent",1,0.7809753
"51","flanker",2,7,"incongruent",1,1.313019
"51","flanker",2,8,"incongruent",1,1.199982
"51","flanker",2,9,"congruent",1,0.9410095
"51","flanker",2,10,"incongruent",1,1.325012
"51","flanker",2,11,"incongruent",1,1.083008
"51","flanker",2,12,"congruent",1,1.080017
"51","flanker",3,1,"incongruent",1,3.257019
"51","flanker",3,2,"congruent",1,2.692017
"51","flanker",3,3,"incongruent",1,1.315002
"51","flanker",3,4,"congruent",1,2.723022
"51","flanker",3,5,"incongruent",0,0.9100342
"51","flanker",3,6,"incongruent",1,2.940002
"51","flanker",3,7,"congruent",1,1.597961
"51","flanker",3,8,"incongruent",1,1.718994
"51","flanker",3,9,"incongruent",1,1.51001
"51","flanker",4,1,"incongruent",1,2.524963
"51","flanker",4,3,"incongruent",1,3.321045
"51","flanker",4,4,"congruent",1,1.983032
"51","flanker",4,5,"incongruent",1,2.258057
"51","flanker",4,6,"congruent",1,2.921997
"51","flanker",4,7,"incongruent",0,0.882019
"51","flanker",4,8,"incongruent",0,1.362
"51","flanker",4,10,"incongruent",0,0.4949951
"51","flanker",4,11,"incongruent",1,2.950989
"51","flanker",5,1,"incongruent",1,2.288025
"51","flanker",5,2,"congruent",1,1.828979
"51","flanker",5,5,"incongruent",1,2.901001
"51","flanker",5,6,"incongruent",0,0.7689819
"51","flanker",5,7,"incongruent",0,1.727966
"51","flanker",5,9,"congruent",1,1.908997
"51","flanker",5,11,"incongruent",1,2.609009
"51","flanker",5,12,"incongruent",1,3.184021
"51","flanker",6,1,"incongruent",1,1.473022
"51","flanker",6,3,"incongruent",0,1.320984
"51","flanker",6,4,"incongruent",1,2.375977
"51","flanker",6,5,"incongruent",1,1.304016
"51","flanker",6,6,"congruent",1,1.248047
"51","flanker",6,7,"congruent",1,1.853027
"51","flanker",6,8,"incongruent",1,2.828979
"51","flanker",6,9,"incongruent",1,1.710022
"51","flanker",6,10,"congruent",1,0.9860229
"51","flanker",6,11,"congruent",1,1.56897
"51","flanker",6,12,"incongruent",1,1.039001
"51","flanker",7,1,"congruent",1,1.731995
"51","flanker",7,2,"congruent",1,1.083008
"51","flanker",7,3,"congruent",1,1.075989
"51","flanker",7,4,"incongruent",1,1.067017
"51","flanker",7,5,"congruent",1,1.322021
"51","flanker",7,6,"incongruent",1,1.727966
"51","flanker",7,7,"incongruent",1,1.652954
"51","flanker",7,8,"incongruent",1,3.333008
"51","flanker",7,9,"congruent",1,1.432983
"51","flanker",7,10,"incongruent",1,1.182983
"51","flanker",7,11,"congruent",1,1.080994
"51","flanker",7,12,"congruent",1,1.200989
"51","flanker",8,1,"congruent",1,1.598999
"51","flanker",8,2,"incongruent",1,2.721008
"51","flanker",8,3,"incongruent",1,2.474976
"51","flanker",8,4,"congruent",1,1.072021
"51","flanker",8,5,"congruent",1,0.992981
"51","flanker",8,6,"incongruent",1,1.081055
"51","flanker",8,7,"congruent",1,0.9630127
"51","flanker",8,8,"congruent",1,1.068054
"51","flanker",8,9,"incongruent",1,1.099976
"51","flanker",8,10,"congruent",1,0.9119873
"51","flanker",8,11,"incongruent",1,0.9490356
"51","flanker",8,12,"congruent",1,1.091003
"51","flanker",9,1,"incongruent",1,1.350037
"51","flanker",9,2,"congruent",1,0.7940063
"51","flanker",9,3,"incongruent",1,1.203979
"51","flanker",9,4,"congruent",1,1.200012
"51","flanker",9,5,"incongruent",1,0.9470215
"51","flanker",9,6,"congruent",1,0.8110352
"51","flanker",9,7,"congruent",1,0.9660034
"51","flanker",9,8,"congruent",1,1.468018
"51","flanker",9,9,"congruent",1,1.205017
"51","flanker",9,10,"congruent",1,1.008972
"51","flanker",9,11,"congruent",1,1.777954
"51","flanker",9,12,"incongruent",0,1.481995
"51","flanker",10,1,"incongruent",1,1.341003
"51","flanker",10,2,"incongruent",1,1.448975
"51","flanker",10,3,"congruent",1,2.532043
"51","flanker",10,4,"congruent",1,1.119995
"51","flanker",10,5,"incongruent",1,1.453003
"51","flanker",10,6,"congruent",1,2.11499
"51","flanker",10,7,"congruent",1,1.18103
"51","flanker",10,8,"congruent",1,2.505005
"51","flanker",10,9,"congruent",1,2.728027
"51","flanker",10,10,"incongruent",1,1.851013
"51","flanker",10,11,"congruent",1,1.544983
"51","flanker",10,12,"congruent",1,1.657043
"51","flanker",11,1,"congruent",1,1.57605
"51","flanker",11,2,"incongruent",1,1.598999
"51","flanker",11,3,"congruent",1,1.731995
"51","flanker",11,4,"congruent",1,1.572998
"51","flanker",11,5,"congruent",1,2.541992
"51","flanker",11,6,"incongruent",1,1.616028
"51","flanker",11,7,"congruent",1,1.330994
"51","flanker",11,8,"congruent",1,1.43396
"51","flanker",11,9,"congruent",1,1.620972
"51","flanker",11,10,"incongruent",1,1.367004
"51","flanker",11,11,"incongruent",1,1.203003
"51","flanker",11,12,"incongruent",1,1.177002
"51","flanker",12,1,"congruent",1,1.768921
"51","flanker",12,2,"incongruent",1,2.390991
"51","flanker",12,3,"congruent",1,1.998047
"51","flanker",12,4,"congruent",1,2.287964
"51","flanker",12,5,"incongruent",1,2.071899
"51","flanker",12,6,"incongruent",1,2.499023
"51","flanker",12,7,"congruent",1,2.233032
"51","flanker",12,8,"incongruent",1,2.917969
"51","flanker",12,9,"congruent",1,2.666016
"51","flanker",12,10,"incongruent",1,2.375977
"51","flanker",12,11,"congruent",1,3.324951
"51","flanker",12,12,"congruent",1,2.495972
"51","flanker",13,1,"incongruent",1,1.734009
"51","flanker",13,2,"incongruent",1,1.475952
"51","flanker",13,3,"congruent",1,1.5979
"51","flanker",13,4,"congruent",1,1.093994
"51","flanker",13,5,"congruent",1,3.026001
"51","flanker",13,6,"congruent",1,1.779053
"51","flanker",13,7,"incongruent",1,1.242065
"51","flanker",13,8,"incongruent",1,3.052002
"51","flanker",13,9,"incongruent",1,2.004028
"51","flanker",13,10,"incongruent",1,1.705933
"51","flanker",13,11,"congruent",1,1.053955
"51","flanker",13,12,"congruent",1,1.182983
"51","flanker",14,1,"incongruent",1,1.592041
"51","flanker",14,2,"congruent",1,1.197998
"51","flanker",14,3,"incongruent",1,1.75
"51","flanker",14,4,"congruent",1,1.546997
"51","flanker",14,5,"congruent",1,1.07605
"51","flanker",14,6,"congruent",1,1.094116
"51","flanker",14,7,"incongruent",1,1.078003
"51","flanker",14,8,"incongruent",1,2.171997
"51","flanker",14,9,"incongruent",1,1.172974
"51","flanker",14,10,"incongruent",1,1.734009
"51","flanker",14,11,"incongruent",1,1.077026
"51","flanker",14,12,"congruent",1,1.088989
"51","flanker",15,1,"incongruent",1,1.328003
"51","flanker",15,2,"incongruent",1,1.220093
"51","flanker",15,3,"congruent",1,0.8289795
"51","flanker",15,4,"congruent",1,1.096069
"51","flanker",15,5,"congruent",1,0.8250732
