"subject","task","block","trial","congruency","acc","rt"
"163","flanker",3,8,"congruent",1,0.5100098
"163","flanker",3,9,"incongruent",1,0.5140381
"163","flanker",3,10,"incongruent",1,0.5410156
"163","flanker",3,11,"congruent",1,0.5229492
"163","flanker",3,12,"congruent",1,0.4260254
"163","flanker",4,1,"incongruent",1,0.519043
"163","flanker",4,2,"congruent",1,0.3969727
"163","flanker",4,3,"incongruent",1,0.5460205
"163","flanker",4,4,"incongruent",1,0.5148926
"163","flanker",4,5,"incongruent",1,0.5469971
"163","flanker",4,6,"incongruent",1,0.7900391
"163","flanker",4,7,"incongruent",1,0.7810059
"163","flanker",4,8,"incongruent",1,0.651001
"163","flanker",4,9,"congruent",1,0.5939941
"163","flanker",4,10,"congruent",1,0.5360107
"163","flanker",4,11,"congruent",1,0.5109863
"163","flanker",4,12,"congruent",1,0.3859863
"163","flanker",5,1,"congruent",1,0.5540771
"163","flanker",5,2,"congruent",1,0.5321045
"163","flanker",5,3,"congruent",1,0.5299072
"163","flanker",5,4,"incongruent",1,0.532959
"163","flanker",5,5,"incongruent",1,0.6480713
"163","flanker",5,6,"incongruent",1,0.5321045
"163","flanker",5,7,"incongruent",1,0.5310059
"163","flanker",5,8,"incongruent",1,0.5240479
"163","flanker",5,9,"congruent",1,0.4080811
"163","flanker",5,10,"congruent",1,0.5169678
"163","flanker",5,11,"incongruent",1,0.5458984
"163","flanker",5,12,"incongruent",1,0.5159912
"163","flanker",6,1,"incongruent",1,0.5169678
"163","flanker",6,2,"incongruent",1,0.5150146
"163","flanker",6,3,"congruent",1,0.5239258
"163","flanker",6,4,"incongruent",1,0.5109863
"163","flanker",6,5,"congruent",1,0.5159912
"163","flanker",6,6,"congruent",1,0.5109863
"163","flanker",6,7,"incongruent",1,0.5180664
"163","flanker",6,8,"incongruent",1,0.4499512
"163","flanker",6,9,"congruent",1,0.4210205
"163","flanker",6,10,"incongruent",1,0.6259766
"163","flanker",6,11,"incongruent",1,0.5369873
"163","flanker",6,12,"incongruent",1,0.526001
"163","flanker",7,1,"incongruent",1,0.5129395
"163","flanker",7,2,"incongruent",1,0.5119629
"163","flanker",7,3,"congruent",1,0.6519775
"163","flanker",7,4,"incongruent",1,0.526001
"163","flanker",7,5,"congruent",1,0.6450195
"163","flanker",7,6,"incongruent",1,0.5410156
"163","flanker",7,7,"congruent",1,0.4129639
"163","flanker",7,8,"incongruent",1,0.677002
"163","flanker",7,9,"congruent",1,0.4300537
"163","flanker",7,10,"congruent",1,0.4150391
"163","flanker",7,11,"congruent",1,0.4180908
"163","flanker",7,12,"incongruent",1,0.5349121
"163","flanker",8,1,"incongruent",1,0.6309814
"163","flanker",8,2,"congruent",1,0.4909668
"163","flanker",8,3,"incongruent",1,0.5161133
"163","flanker",8,4,"incongruent",1,0.526001
"163","flanker",8,5,"congruent",1,0.5289307
"163","flanker",8,6,"congruent",1,0.5100098
"163","flanker",8,7,"incongruent",1,0.5269775
"163","flanker",8,8,"congruent",1,0.5570068
"163","flanker",8,9,"incongruent",1,0.625
"163","flanker",8,10,"congruent",1,0.5450439
"163","flanker",8,11,"incongruent",1,0.5360107
"163","flanker",8,12,"incongruent",1,0.5169678
"163","flanker",9,1,"incongruent",1,0.5090332
"163","flanker",9,2,"incongruent",1,0.5270996
"163","flanker",9,3,"congruent",1,0.5379639
"163","flanker",9,4,"congruent",1,0.5180664
"163","flanker",9,5,"incongruent",1,0.526001
"163","flanker",9,6,"incongruent",1,0.5119629
"163","flanker",9,7,"congruent",1,0.5220947
"163","flanker",9,8,"congruent",1,0.5100098
"163","flanker",9,9,"congruent",1,0.5159912
"163","flanker",9,10,"congruent",1,0.4249268
"163","flanker",9,11,"incongruent",1,0.5600586
"163","flanker",9,12,"incongruent",1,0.526001
"163","flanker",10,1,"congruent",1,0.519043
"163","flanker",10,2,"congruent",1,0.5229492
"163","flanker",10,3,"incongruent",1,0.526001
"163","flanker",10,4,"congruent",1,0.5179443
"163","flanker",10,5,"congruent",1,0.388916
"163","flanker",10,6,"congruent",1,0.5209961
"163","flanker",10,7,"congruent",1,0.4069824
"163","flanker",10,8,"incongruent",1,0.5209961
"163","flanker",10,9,"incongruent",1,0.9060059
"163","flanker",10,10,"congruent",1,0.5219727
"163","flanker",10,11,"incongruent",1,0.5240479
"163","flanker",10,12,"congruent",1,0.5140381
"163","flanker",11,1,"incongruent",1,0.512085
"163","flanker",11,2,"incongruent",1,0.6400146
"163","flanker",11,3,"incongruent",1,0.5200195
"163","flanker",11,4,"incongruent",1,0.5479736
"163","flanker",11,5,"congruent",1,0.5220947
"163","flanker",11,6,"incongruent",1,0.5100098
"163","flanker",11,7,"congruent",1,0.651001
"163","flanker",11,8,"congruent",1,1.155029
"163","flanker",11,9,"incongruent",1,1.321045
"163","flanker",11,10,"congruent",1,1.300049
"163","flanker",11,11,"incongruent",1,1.03894
"163","flanker",12,1,"incongruent",1,0.5109863
"163","flanker",12,2,"congruent",1,0.5219727
"163","flanker",12,3,"incongruent",1,0.5419922
"163","flanker",12,4,"congruent",1,0.5150146
"163","flanker",12,5,"congruent",1,0.5330811
"163","flanker",12,6,"incongruent",1,0.4630127
"163","flanker",12,7,"congruent",1,0.5229492
"163","flanker",12,8,"incongruent",1,0.5280762
"163","flanker",12,9,"incongruent",1,0.5490723
"163","flanker",12,10,"incongruent",1,0.6450195
"163","flanker",12,11,"congruent",1,0.5140381
"163","flanker",12,12,"congruent",1,0.5250244
"163","flanker",13,1,"incongruent",1,0.532959
"163","flanker",13,2,"congruent",1,0.5100098
"163","flanker",13,3,"incongruent",1,0.6450195
"163","flanker",13,4,"incongruent",1,0.5159912
"163","flanker",13,5,"congruent",1,0.5159912
"163","flanker",13,6,"incongruent",1,0.5400391
"163","flanker",13,7,"congruent",1,0.5100098
"163","flanker",13,8,"congruent",1,0.5209961
"163","flanker",13,9,"congruent",1,0.5119629
"163","flanker",13,10,"incongruent",1,0.5899658
"163","flanker",13,11,"incongruent",1,0.5269775
"163","flanker",13,12,"congruent",1,0.5090332
"163","flanker",14,1,"incongruent",1,0.5100098
"163","flanker",14,2,"incongruent",1,0.4429932
"163","flanker",14,3,"incongruent",1,0.5410156
"163","flanker",14,4,"congruent",1,0.5150146
"163","flanker",14,5,"incongruent",1,0.5200195
"163","flanker",14,6,"incongruent",1,0.5269775
"163","flanker",14,7,"congruent",1,0.5179443
"163","flanker",14,8,"incongruent",1,0.5119629
"163","flanker",14,9,"incongruent",1,0.5321045
"163","flanker",14,10,"incongruent",1,0.5369873
"163","flanker",14,11,"incongruent",1,0.7680664
"163","flanker",14,12,"incongruent",1,0.5440674
"163","flanker",15,1,"congruent",1,0.5179443
"163","flanker",15,2,"congruent",1,0.5109863
"163","flanker",15,3,"congruent",1,0.5089111
"163","flanker",15,4,"congruent",1,0.5059814
"163","flanker",15,5,"incongruent",1,0.5159912
"163","flanker",15,6,"incongruent",1,0.6380615
"163","flanker",15,7,"incongruent",1,0.5100098
"163","flanker",15,8,"congruent",1,0.513916
"163","flanker",15,9,"incongruent",1,0.5240479
"163","flanker",15,10,"congruent",1,0.5130615
"163","flanker",15,11,"incongruent",1,0.5649414
"163","flanker",15,12,"congruent",1,0.4090576
"163","flanker",16,1,"incongruent",1,0.5280762
"163","flanker",16,2,"incongruent",1,0.5290527
"163","flanker",16,5,"congruent",1,0.6229248
"163","flanker",16,6,"incongruent",1,0.5230713
"163","flanker",16,7,"congruent",0,0.5200195
"163","flanker",16,8,"incongruent",1,0.506958
"163","flanker",16,9,"congruent",1,0.5290527
"163","flanker",16,10,"congruent",1,0.5159912
"163","flanker",17,1,"incongruent",1,0.7590332
"163","flanker",17,2,"incongruent",1,0.5240479
"163","flanker",17,3,"incongruent",1,0.6459961
"163","flanker",17,4,"incongruent",1,0.5330811
"163","flanker",17,5,"congruent",1,0.4219971
"163","flanker",17,6,"congruent",1,0.5189209
"163","flanker",17,7,"incongruent",1,0.5189209
"163","flanker",17,8,"congruent",1,0.5369873
"163","flanker",17,9,"incongruent",1,0.6590576
"163","flanker",17,10,"congruent",1,0.5050049
"163","flanker",17,11,"congruent",1,0.5369873
"163","flanker",17,12,"congruent",1,0.7750244
"163","flanker",18,1,"incongruent",1,0.513916
"163","flanker",18,2,"congruent",1,0.5219727
"163","flanker",18,3,"congruent",1,0.5300293
"163","flanker",18,4,"congruent",1,0.5170898
"163","flanker",18,5,"congruent",1,0.5169678
"163","flanker",18,6,"congruent",1,0.5130615
"163","flanker",18,7,"incongruent",1,0.5180664
"163","flanker",18,8,"incongruent",1,0.5179443
"163","flanker",18,9,"incongruent",1,0.5090332
"163","flanker",18,10,"congruent",1,0.3719482
"163","flanker",18,11,"congruent",1,0.5150146
"163","flanker",18,12,"incongruent",1,0.5699463
"163","flanker",19,1,"incongruent",1,0.5140381
"163","flanker",19,2,"congruent",1,0.5389404
"163","flanker",19,3,"congruent",1,0.4259033
"163","flanker",19,4,"incongruent",1,0.5350342
"163","flanker",19,5,"congruent",1,0.5169678
"163","flanker",19,6,"congruent",1,1.19104
"163","flanker",19,7,"congruent",1,0.6469727
"163","flanker",19,8,"congruent",1,0.4290771
"163","flanker",19,9,"incongruent",1,0.657959
"163","flanker",19,10,"incongruent",1,0.5109863
"163","flanker",19,11,"congruent",1,0.512085
"163","flanker",19,12,"incongruent",1,0.5539551
"33","flanker",0,1,"incongruent",1,0.7939453
"33","flanker",0,2,"incongruent",1,0.6380615
"33","flanker",0,3,"incongruent",1,0.6700439
"33","flanker",0,4,"incongruent",1,0.6710205
"33","flanker",0,5,"congruent",1,0.6080322
"33","flanker",0,6,"incongruent",1,0.7010498
"33","flanker",0,7,"incongruent",1,0.7089844
"33","flanker",0,8,"incongruent",1,0.7130127
"33","flanker",0,9,"incongruent",1,0.6949463
"33","flanker",0,10,"incongruent",1,0.598999
"33","flanker",0,11,"incongruent",1,0.6379395
"33","flanker",0,12,"incongruent",0,0.6320801
"33","flanker",1,1,"incongruent",1,0.7578125
"33","flanker",1,2,"incongruent",1,0.7868652
"33","flanker",1,3,"incongruent",1,0.7241211
"33","flanker",1,4,"incongruent",1,0.6420898
"33","flanker",1,5,"congruent",1,0.5771484
"33","flanker",1,6,"congruent",1,0.532959
"33","flanker",1,7,"congruent",1,0.5380859
"33","flanker",1,8,"incongruent",1,0.7180176
"33","flanker",1,9,"congruent",1,0.4838867
"33","flanker",1,10,"incongruent",1,0.6020508
"33","flanker",1,11,"incongruent",1,0.6010742
"33","flanker",1,12,"incongruent",1,0.5959473
"33","flanker",2,1,"incongruent",1,0.6618652
"33","flanker",2,2,"congruent",1,0.6081543
"33","flanker",2,3,"incongruent",1,0.6430664
"33","flanker",2,4,"incongruent",1,0.7941895
"33","flanker",2,5,"incongruent",1,0.7590332
"33","flanker",2,6,"incongruent",1,0.7189941
"33","flanker",2,7,"congruent",1,0.5991211
"33","flanker",2,8,"incongruent",1,0.5539551
"33","flanker",2,9,"congruent",1,0.526123
"33","flanker",2,10,"congruent",1,0.5830078
"33","flanker",2,11,"incongruent",1,0.5979004
"33","flanker",2,12,"congruent",1,0.5080566
"33","flanker",3,1,"congruent",1,0.5600586
"33","flanker",3,2,"congruent",1,0.5749512
"33","flanker",3,3,"incongruent",1,0.6401367
"33","flanker",3,4,"incongruent",1,0.578125
"33","flanker",3,5,"congruent",1,0.6169434
"33","flanker",3,6,"incongruent",1,0.5710449
"33","flanker",3,7,"congruent",1,0.6530762
"33","flanker",3,8,"congruent",1,0.5478516
"33","flanker",3,9,"incongruent",1,0.6201172
"33","flanker",3,10,"incongruent",1,0.6911621
"33","flanker",3,11,"congruent",1,0.5529785
"33","flanker",3,12,"congruent",1,0.5397949
"33","flanker",4,1,"congruent",1,0.5568848
"33","flanker",4,2,"congruent",1,0.5888672
"33","flanker",4,3,"congruent",1,0.6020508
"33","flanker",4,4,"incongruent",1,0.6750488
"33","flanker",4,5,"incongruent",1,0.6811523
"33","flanker",4,6,"congruent",1,0.5170898
"33","flanker",4,7,"incongruent",1,0.6569824
"33","flanker",4,8,"congruent",1,0.5129395
"33","flanker",4,9,"congruent",1,0.4699707
"33","flanker",4,10,"incongruent",1,0.6789551
"33","flanker",4,11,"incongruent",1,0.5588379
"33","flanker",4,12,"incongruent",1,0.5551758
"33","flanker",5,1,"congruent",1,0.7390137
"33","flanker",5,2,"congruent",1,0.5380859
"33","flanker",5,3,"incongruent",1,0.7399902
"33","flanker",5,4,"congruent",1,0.5700684
"33","flanker",5,5,"incongruent",1,0.5961914
"33","flanker",5,6,"congruent",1,0.6411133
"33","flanker",5,7,"congruent",1,0.4799805
"33","flanker",5,8,"incongruent",1,0.5830078
"33","flanker",5,9,"incongruent",1,0.7109375
"33","flanker",5,10,"incongruent",1,0.8781738
"33","flanker",5,11,"incongruent",1,0.6401367
"33","flanker",5,12,"congruent",1,0.6369629
"33","flanker",6,1,"congruent",1,0.5549316
"33","flanker",6,2,"congruent",1,0.5429688
"33","flanker",6,3,"incongruent",1,0.6201172
"33","flanker",6,4,"congruent",1,0.6130371
"33","flanker",6,5,"congruent",1,0.5219727
"33","flanker",6,6,"incongruent",1,0.6889648
"33","flanker",6,7,"congruent",1,0.7299805
"33","flanker",6,8,"congruent",1,0.6660156
"33","flanker",6,9,"congruent",1,0.4960938
"33","flanker",6,10,"incongruent",1,0.7229004
"33","flanker",6,11,"congruent",1,0.6098633
"33","flanker",6,12,"congruent",1,0.5898438
"33","flanker",7,1,"incongruent",1,0.7009277
"33","flanker",7,2,"congruent",1,0.6508789
"33","flanker",7,3,"congruent",1,0.526123
"33","flanker",7,4,"congruent",1,0.5720215
"33","flanker",7,5,"incongruent",1,0.5661621
"33","flanker",7,6,"congruent",1,0.480957
"33","flanker",7,7,"congruent",1,0.5400391
"33","flanker",7,8,"congruent",1,0.5700684
"33","flanker",7,9,"congruent",1,0.597168
"33","flanker",7,10,"incongruent",1,0.6789551
"33","flanker",7,11,"congruent",1,0.6162109
"33","flanker",7,12,"congruent",1,0.5449219
"33","flanker",8,1,"incongruent",1,0.7180176
"33","flanker",8,2,"incongruent",1,0.722168
"33","flanker",8,3,"incongruent",1,0.6640625
"33","flanker",8,4,"incongruent",1,0.7390137
"33","flanker",8,5,"incongruent",1,0.7609863
"33","flanker",8,6,"incongruent",1,0.6838379
"33","flanker",8,7,"congruent",1,0.6420898
"33","flanker",8,8,"incongruent",1,0.6130371
"33","flanker",8,9,"incongruent",1,0.559082
"33","flanker",8,10,"incongruent",1,0.6901855
"33","flanker",8,11,"incongruent",1,0.5771484
"33","flanker",8,12,"incongruent",1,0.7709961
"33","flanker",9,1,"congruent",1,0.6210938
"33","flanker",9,2,"congruent",1,0.5791016
"33","flanker",9,3,"congruent",1,0.546875
"33","flanker",9,4,"incongruent",1,0.6179199
"33","flanker",9,5,"incongruent",1,0.6630859
"33","flanker",9,6,"incongruent",0,0.5620117
"33","flanker",9,7,"congruent",1,0.6530762
"33","flanker",9,8,"congruent",1,0.578125
"33","flanker",9,9,"incongruent",1,0.690918
"33","flanker",9,10,"incongruent",1,0.5842285
"33","flanker",9,11,"congruent",1,0.5617676
"33","flanker",9,12,"congruent",1,0.6281738
"33","flanker",10,1,"congruent",1,0.6340332
"33","flanker",10,2,"incongruent",1,0.7548828
"33","flanker",10,3,"congruent",1,0.5288086
"33","flanker",10,4,"congruent",1,0.6411133
"33","flanker",10,5,"congruent",1,0.572998
"33","flanker",10,6,"incongruent",1,0.6049805
"33","flanker",10,7,"incongruent",1,0.6611328
"33","flanker",10,8,"incongruent",1,0.6960449
"33","flanker",10,9,"incongruent",1,0.6020508
"33","flanker",10,10,"congruent",1,0.6010742
"33","flanker",10,11,"incongruent",1,0.6589355
"33","flanker",10,12,"incongruent",1,0.657959
"33","flanker",11,1,"congruent",1,0.611084
"33","flanker",11,2,"congruent",1,0.5629883
"33","flanker",11,3,"congruent",1,0.5229492
"33","flanker",11,4,"incongruent",1,0.5930176
"33","flanker",11,5,"incongruent",1,0.6069336
"33","flanker",11,6,"incongruent",1,0.5432129
"33","flanker",11,7,"incongruent",1,0.8149414
"33","flanker",11,8,"incongruent",1,0.6101074
"33","flanker",11,9,"congruent",1,0.5280762
"33","flanker",11,10,"congruent",1,0.6611328
"33","flanker",11,11,"incongruent",1,0.6889648
"33","flanker",11,12,"congruent",1,0.4921875
"33","flanker",12,1,"incongruent",1,0.6789551
"33","flanker",12,2,"incongruent",1,0.7138672
"33","flanker",12,3,"incongruent",1,0.6750488
"33","flanker",12,4,"incongruent",1,0.7060547
"33","flanker",12,5,"congruent",1,0.5649414
"33","flanker",12,6,"incongruent",1,0.5568848
"33","flanker",12,7,"incongruent",1,0.638916
"33","flanker",12,8,"congruent",1,0.552002
"33","flanker",12,9,"congruent",1,0.5571289
"33","flanker",12,10,"congruent",1,0.552002
"33","flanker",12,11,"congruent",1,0.5419922
"33","flanker",12,12,"congruent",1,0.5898438
"33","flanker",13,1,"congruent",1,0.5979004
"33","flanker",13,2,"congruent",1,0.5820313
"33","flanker",13,3,"incongruent",1,0.5859375
"33","flanker",13,4,"congruent",1,0.5209961
"33","flanker",13,5,"incongruent",1,0.644043
"33","flanker",13,6,"congruent",1,0.5488281
"33","flanker",13,7,"congruent",1,0.5009766
"33","flanker",13,8,"congruent",1,0.6398926
"33","flanker",13,9,"congruent",1,0.5239258
"33","flanker",13,10,"incongruent",1,0.6499023
"33","flanker",13,11,"congruent",1,0.6027832
"33","flanker",13,12,"incongruent",1,0.6799316
"33","flanker",14,1,"incongruent",1,0.7871094
"33","flanker",14,2,"incongruent",1,0.6069336
"33","flanker",14,3,"incongruent",1,0.5810547
"33","flanker",14,4,"congruent",1,0.5820313
"33","flanker",14,5,"congruent",1,0.6530762
"33","flanker",14,6,"incongruent",1,0.7619629
"33","flanker",14,7,"congruent",1,0.5959473
"33","flanker",14,8,"incongruent",1,0.6889648
"33","flanker",14,9,"incongruent",1,0.6750488
"33","flanker",14,10,"congruent",1,0.5678711
"33","flanker",14,11,"incongruent",1,0.6679688
"33","flanker",14,12,"incongruent",1,0.5400391
"33","flanker",15,1,"incongruent",1,0.7670898
"33","flanker",15,2,"incongruent",1,0.5839844
"33","flanker",15,3,"incongruent",1,0.6960449
"33","flanker",15,4,"incongruent",1,0.572998
"33","flanker",15,5,"incongruent",1,0.7038574
"33","flanker",15,6,"incongruent",1,0.6730957
"33","flanker",15,7,"congruent",1,0.6611328
"33","flanker",15,8,"congruent",1,0.5910645
"33","flanker",15,9,"congruent",1,0.5830078
"33","flanker",15,10,"congruent",1,0.5400391
"33","flanker",15,11,"congruent",1,0.6259766
"33","flanker",15,12,"incongruent",1,0.7321777
"33","flanker",16,1,"congruent",1,0.6401367
"33","flanker",16,2,"congruent",1,0.5429688
"33","flanker",16,3,"incongruent",1,0.6140137
"33","flanker",16,4,"congruent",1,0.5490723
"33","flanker",16,5,"congruent",1,0.5568848
"33","flanker",16,6,"congruent",1,0.5581055
"33","flanker",16,7,"incongruent",1,0.7529297
"33","flanker",16,8,"congruent",1,0.5930176
"33","flanker",16,9,"congruent",1,0.5380859
"33","flanker",16,10,"congruent",1,0.6188965
"33","flanker",16,11,"incongruent",1,0.7678223
"33","flanker",16,12,"congruent",1,0.5820313
"33","flanker",17,1,"incongruent",1,0.7868652
"33","flanker",17,2,"congruent",1,0.5830078
"33","flanker",17,3,"congruent",1,0.5800781
"33","flanker",17,4,"congruent",1,0.5668945
"33","flanker",17,5,"congruent",1,0.4689941
"33","flanker",17,6,"incongruent",1,0.6210938
"33","flanker",17,7,"congruent",1,0.5380859
"33","flanker",17,8,"congruent",1,0.4909668
"33","flanker",17,9,"incongruent",1,0.6660156
"33","flanker",17,10,"incongruent",1,0.6879883
"33","flanker",17,11,"congruent",1,0.5419922
"33","flanker",17,12,"incongruent",1,0.6188965
"33","flanker",18,1,"congruent",1,0.565918
"33","flanker",18,2,"congruent",1,0.5200195
"33","flanker",18,3,"congruent",1,0.7319336
"33","flanker",18,4,"congruent",1,0.5930176
"33","flanker",18,5,"congruent",1,0.6230469
"33","flanker",18,6,"congruent",1,0.5300293
"33","flanker",18,7,"congruent",1,0.5410156
"33","flanker",18,8,"incongruent",1,0.5939941
"33","flanker",18,9,"congruent",1,0.5539551
"33","flanker",18,10,"congruent",1,0.630127
"33","flanker",18,11,"incongruent",1,0.6669922
"33","flanker",18,12,"incongruent",1,0.592041
"33","flanker",19,1,"incongruent",1,0.7722168
"33","flanker",19,2,"congruent",1,0.6040039
"33","flanker",19,3,"incongruent",1,0.6320801
"33","flanker",19,4,"congruent",1,0.5549316
"33","flanker",19,5,"incongruent",1,0.684082
"33","flanker",19,6,"congruent",1,0.5048828
"33","flanker",19,7,"congruent",1,0.5690918
"33","flanker",19,8,"congruent",1,0.5310059
"33","flanker",19,9,"incongruent",1,0.7490234
"33","flanker",19,10,"congruent",1,0.5419922
"33","flanker",19,11,"incongruent",1,0.6159668
"33","flanker",19,12,"congruent",1,0.5400391
"29","flanker",1,1,"incongruent",1,1.279968
"29","flanker",1,2,"incongruent",1,0.8909912
"29","flanker",1,3,"congruent",1,0.875
"29","flanker",1,4,"congruent",1,0.6920166
"29","flanker",1,5,"incongruent",1,0.6820068
"29","flanker",1,6,"incongruent",1,0.9230347
"29","flanker",1,7,"incongruent",1,0.8540039
"29","flanker",1,8,"congruent",1,0.8649902
"29","flanker",1,9,"congruent",1,0.93396
"29","flanker",1,10,"incongruent",1,0.8439941
"29","flanker",1,11,"congruent",1,0.7299805
"29","flanker",1,12,"congruent",1,0.9859619
"29","flanker",2,1,"incongruent",1,1.286987
"29","flanker",2,2,"congruent",1,0.9749756
"29","flanker",2,3,"incongruent",1,0.868042
"29","flanker",2,4,"incongruent",1,0.8039551
"29","flanker",2,5,"incongruent",1,0.848999
"29","flanker",2,6,"incongruent",1,0.8410645
"29","flanker",2,7,"incongruent",1,1.213013
"29","flanker",2,8,"congruent",1,0.7469482
"29","flanker",2,9,"incongruent",1,0.8380127
"29","flanker",2,10,"congruent",1,0.9379883
"29","flanker",2,11,"congruent",1,0.8260498
"29","flanker",2,12,"incongruent",1,1.139038
"29","flanker",3,1,"congruent",1,0.7790527
"29","flanker",3,2,"congruent",1,0.842041
"29","flanker",3,3,"congruent",1,0.69104
"29","flanker",3,4,"incongruent",1,0.9759521
"29","flanker",3,5,"congruent",1,0.651001
"29","flanker",3,6,"incongruent",1,0.9049072
"29","flanker",3,7,"congruent",1,0.7220459
"29","flanker",3,8,"incongruent",1,0.8509521
"29","flanker",3,9,"congruent",1,0.8210449
"29","flanker",3,10,"incongruent",1,0.7609863
"29","flanker",3,11,"incongruent",1,0.8359375
"29","flanker",3,12,"incongruent",1,1.007935
"29","flanker",4,1,"congruent",1,0.8270264
"29","flanker",4,2,"congruent",1,0.7069092
"29","flanker",4,3,"congruent",1,0.7059326
"29","flanker",4,4,"congruent",1,0.7459717
"29","flanker",4,5,"incongruent",0,0.927002
"29","flanker",4,6,"incongruent",1,1.112915
"29","flanker",4,7,"incongruent",1,0.8579102
"29","flanker",4,8,"incongruent",1,0.7819824
"29","flanker",4,9,"incongruent",1,0.9969482
"29","flanker",4,10,"incongruent",1,1.018921
"29","flanker",4,11,"incongruent",1,0.8759766
"29","flanker",4,12,"incongruent",1,0.8549805
"29","flanker",5,1,"incongruent",1,0.9150391
"29","flanker",5,2,"incongruent",1,0.8950195
"29","flanker",5,3,"congruent",1,0.861084
"29","flanker",5,4,"congruent",1,0.9449463
"29","flanker",5,5,"congruent",1,0.8349609
"29","flanker",5,6,"congruent",1,0.8339844
"29","flanker",5,7,"congruent",1,0.8669434
"29","flanker",5,8,"congruent",1,0.8898926
"29","flanker",5,9,"congruent",1,1.015991
"29","flanker",5,10,"congruent",1,1.010986
"29","flanker",5,11,"incongruent",1,1.145996
"29","flanker",5,12,"congruent",1,0.9320068
"29","flanker",6,1,"incongruent",1,0.9200439
"29","flanker",6,2,"incongruent",1,0.9620361
"29","flanker",6,3,"incongruent",1,0.81604
"29","flanker",6,4,"incongruent",1,0.9899902
"29","flanker",6,5,"incongruent",1,0.8540039
"29","flanker",6,6,"incongruent",1,0.9439697
"29","flanker",6,7,"congruent",1,1.148926
"29","flanker",6,8,"congruent",1,1.005005
"29","flanker",6,9,"congruent",1,0.7080078
"29","flanker",6,10,"congruent",1,0.7390137
"29","flanker",6,11,"incongruent",1,0.7449951
"29","flanker",6,12,"incongruent",1,0.6400146
"29","flanker",7,1,"incongruent",1,0.8959961
"29","flanker",7,2,"incongruent",1,0.7879639
"29","flanker",7,3,"incongruent",1,0.6879883
"29","flanker",7,4,"incongruent",1,0.8659668
"29","flanker",7,5,"incongruent",1,0.973999
"29","flanker",7,6,"incongruent",1,1.130005
"29","flanker",7,7,"incongruent",1,0.8400879
"29","flanker",7,8,"incongruent",1,0.855957
"29","flanker",7,9,"congruent",1,0.7729492
"29","flanker",7,10,"incongruent",1,0.7659912
"29","flanker",7,11,"incongruent",1,1.043945
"29","flanker",7,12,"incongruent",1,1.025024
"29","flanker",8,1,"congruent",1,0.881958
"29","flanker",8,2,"incongruent",1,0.8400879
"29","flanker",8,3,"incongruent",1,0.763916
"29","flanker",8,4,"congruent",1,0.8409424
"29","flanker",8,5,"incongruent",1,0.9578857
"29","flanker",8,6,"congruent",1,0.8339844
"29","flanker",8,7,"incongruent",1,0.7939453
"29","flanker",8,8,"incongruent",1,0.9709473
"29","flanker",8,9,"congruent",1,0.7600098
"29","flanker",8,10,"incongruent",1,0.8690186
"29","flanker",8,11,"incongruent",1,0.8059082
"29","flanker",8,12,"incongruent",1,0.7799072
"29","flanker",9,1,"incongruent",1,1.197021
"29","flanker",9,2,"incongruent",1,0.9550781
"29","flanker",9,3,"incongruent",1,0.8259277
"29","flanker",9,4,"congruent",1,0.743042
"29","flanker",9,5,"congruent",1,0.8520508
"29","flanker",9,6,"congruent",1,0.7349854
"29","flanker",9,7,"congruent",1,0.6459961
"29","flanker",9,8,"incongruent",1,0.7630615
"29","flanker",9,9,"congruent",1,0.7669678
"29","flanker",9,10,"congruent",1,0.9029541
"29","flanker",9,11,"incongruent",1,0.9179688
"29","flanker",9,12,"congruent",1,0.6820068
"29","flanker",10,1,"incongruent",1,0.8869629
"29","flanker",10,2,"incongruent",1,0.907959
"29","flanker",10,3,"congruent",1,0.802002
"29","flanker",10,4,"congruent",1,0.6860352
"29","flanker",10,5,"congruent",1,0.9000244
"29","flanker",10,6,"incongruent",1,0.7490234
"29","flanker",10,7,"congruent",1,0.736084
"29","flanker",10,8,"congruent",1,0.769043
"29","flanker",10,9,"incongruent",1,0.69104
"29","flanker",10,10,"incongruent",1,0.8339844
"29","flanker",10,11,"incongruent",1,0.8919678
"29","flanker",10,12,"congruent",1,0.8449707
"29","flanker",11,1,"incongruent",1,0.9949951
"29","flanker",11,2,"congruent",1,0.7630615
"29","flanker",11,3,"incongruent",1,0.7810059
"29","flanker",11,4,"incongruent",1,0.8220215
"29","flanker",11,5,"congruent",1,0.8809814
"29","flanker",11,6,"incongruent",1,0.9429932
"29","flanker",11,7,"incongruent",1,0.8570557
"29","flanker",11,8,"congruent",1,0.8640137
"29","flanker",11,9,"incongruent",1,0.980957
"29","flanker",11,10,"congruent",1,0.81604
"29","flanker",11,11,"incongruent",1,1.005981
"29","flanker",11,12,"incongruent",1,0.8220215
"29","flanker",12,1,"congruent",1,0.9019775
"29","flanker",12,3,"incongruent",1,0.9560547
"29","flanker",12,4,"incongruent",1,0.9628906
"29","flanker",12,5,"incongruent",1,0.93396
"29","flanker",12,6,"congruent",1,1.157959
"29","flanker",12,7,"congruent",1,0.7390137
"29","flanker",12,8,"incongruent",1,0.861084
"29","flanker",12,10,"incongruent",1,1.054932
"29","flanker",12,11,"congruent",1,0.7290039
